# idA idB nx ny nz Fn uN cellDistX cellDistY cellDistZ 
162 157 0.219916 -0.975408 0.0146984 -0.00381 -3.08057e-07 1 0 1 
162 33 0.886715 -0.186882 -0.422861 -0.00221322 -1.6198e-07 1 0 0 
40 195 0.448601 -0.250524 0.857901 -0.0112485 -8.62235e-07 0 0 0 
40 78 0.488917 -0.868793 0.0784747 -0.012641 -1.01386e-06 0 -1 0 
40 199 0.924961 0.0816361 -0.371192 -0.00935052 -6.37062e-07 0 0 -1 
47 73 0.178081 -0.0571033 0.982358 -0.0123335 -8.13608e-07 0 0 0 
47 9 0.245537 0.555885 -0.794169 -0.00214988 -1.57378e-07 0 0 0 
47 126 0.510927 -0.377523 -0.772289 -0.0138389 -9.57238e-07 0 0 0 
108 5 0.703791 0.41641 0.575571 -0.0088191 -5.26437e-07 0 1 0 
108 106 0.923184 -0.355365 -0.146446 -0.00411123 -3.02443e-07 0 0 1 
79 181 0.259962 0.492528 0.830564 -0.01721 -1.26089e-06 0 0 0 
79 104 0.387958 -0.48877 -0.781404 -0.0193657 -1.40391e-06 -1 0 0 
79 5 0.645913 -0.573287 0.504122 -0.0179755 -1.04317e-06 0 0 0 
73 0 0.20062 0.828561 -0.522722 -0.0132673 -1.27542e-06 0 1 0 
73 43 0.487789 -0.580023 -0.652408 -0.0021049 -1.25723e-07 0 0 0 
73 84 0.514051 0.262125 0.816727 -0.0133877 -9.49064e-07 0 0 1 
73 160 0.854744 -0.434006 0.284694 -0.013258 -1.25237e-06 0 0 0 
73 30 0.873132 0.374036 -0.312629 -0.00756356 -6.98003e-07 0 0 0 
93 124 0.00780471 -0.597425 -0.801887 -0.000812775 -6.88354e-08 0 0 0 
93 63 0.820179 -0.463037 0.33601 -0.00541232 -3.62658e-07 0 0 0 
189 53 0.0998035 0.878887 -0.466473 -0.00345248 -2.44604e-07 0 0 0 
189 104 0.383017 -0.303499 0.87246 -0.00401438 -2.78562e-07 -1 0 0 
128 38 0.574288 -0.785537 -0.230487 -0.00154064 -1.05428e-07 0 -1 0 
128 5 0.606961 0.113529 -0.786581 -0.00130904 -9.06472e-08 0 0 0 
157 197 0.945298 -0.0149357 0.325866 -0.00607422 -4.73799e-07 0 0 0 
98 33 0.755703 0.319836 0.571505 -0.0125136 -1.20331e-06 0 0 -1 
124 0 0.249969 -0.576922 0.777609 -0.0100047 -8.11135e-07 0 1 0 
124 192 0.715403 0.398841 -0.573694 -0.0117937 -9.22718e-07 0 0 0 
9 201 0.930105 0.173641 -0.323656 -0.0035294 -2.56722e-07 0 0 0 
70 78 0.226861 0.526474 0.819365 -0.00657805 -4.99426e-07 0 0 0 
53 170 0.431833 -0.758705 -0.487737 -0.0154521 -1.29051e-06 0 0 0 
53 90 0.712831 -0.192629 0.674363 -0.0129601 -1.01258e-06 0 0 0 
18 195 -0.0790837 0.499168 -0.862889 -0.0144511 -1.23576e-06 0 0 0 
18 104 0.0663622 0.866933 0.493987 -0.0218868 -1.66134e-06 -1 0 0 
18 134 0.996167 -0.0733799 -0.0476031 -0.00532397 -4.34484e-07 0 0 0 
145 31 0.658254 0.340291 0.671494 -0.013069 -9.81791e-07 0 0 0 
181 43 0.319177 0.422531 -0.848289 -0.000996848 -7.27861e-08 0 0 0 
181 190 0.542695 0.0423377 0.838862 -0.0135875 -9.77431e-07 0 0 0 
195 168 0.923497 0.223195 -0.311988 -0.00532054 -4.02157e-07 0 0 -1 
180 35 0.977491 0.171612 0.122724 -0.00983274 -8.16478e-07 0 0 0 
4 192 0.28627 0.173713 0.94227 -0.00370509 -3.26908e-07 0 0 0 
4 201 0.593683 -0.70803 0.382406 -0.0123799 -9.60655e-07 0 0 0 
0 63 0.696768 0.529081 0.484343 -0.00751073 -7.32309e-07 0 -1 0 
78 69 0.683628 -0.227311 0.693529 -0.00795797 -6.83094e-07 0 1 0 
78 146 0.88979 0.0503295 -0.453587 -0.00604271 -4.75149e-07 0 0 -1 
126 10 0.325004 0.425605 -0.844531 -0.00721267 -5.65826e-07 0 0 0 
126 90 0.477857 -0.843097 -0.246656 -0.00829947 -6.03588e-07 0 0 0 
126 32 0.968908 0.188398 -0.160387 -0.00453135 -3.93621e-07 0 0 0 
104 12 0.742522 0.504774 0.440299 -0.0161671 -1.20212e-06 1 0 0 
104 161 0.927049 -0.369461 -0.0638595 -0.0115911 -9.43175e-07 1 -1 0 
43 12 0.52186 -0.803356 -0.286846 -0.00256228 -1.54048e-07 0 0 0 
170 72 0.553636 0.321512 -0.768191 -0.0064105 -5.07977e-07 0 0 0 
170 168 0.673379 -0.737348 -0.0536514 -0.0146423 -1.25721e-06 0 0 -1 
84 58 0.843939 0.523598 -0.116674 -0.00776301 -5.17066e-07 0 0 -1 
38 5 0.0375044 0.846258 -0.531452 -0.0130259 -7.64956e-07 0 1 0 
5 42 0.987545 0.108709 -0.113745 -0.020976 -1.1911e-06 0 0 0 
33 197 0.0838965 -0.68117 0.727302 -0.0116928 -9.48733e-07 0 0 1 
33 154 0.911746 -0.409908 -0.0263463 -0.00992175 -7.07726e-07 0 0 0 
192 66 0.763085 -0.00224633 0.646294 -0.0106134 -8.95933e-07 0 1 0 
192 109 0.806393 -0.085779 -0.585126 -0.00444344 -3.47269e-07 0 0 0 
10 197 0.204981 0.80038 -0.56336 -0.00729096 -5.53446e-07 0 0 0 
10 201 0.324077 0.784477 0.528744 -0.01327 -1.00374e-06 0 0 0 
10 178 0.688784 -0.713773 -0.126901 -0.00960782 -7.45624e-07 0 0 0 
199 72 0.2574 0.907141 0.332927 -0.00051247 -4.32347e-08 0 0 1 
199 146 0.338023 -0.939404 0.0571069 -0.00295337 -2.4587e-07 0 -1 0 
199 168 0.389019 -0.112597 0.914323 -0.0105971 -7.11314e-07 0 0 0 
31 72 0.263147 -0.809539 -0.524786 -0.00137232 -1.10742e-07 0 0 0 
31 35 0.528083 0.778801 -0.338522 -0.0030244 -2.53754e-07 0 0 0 
31 178 0.593348 0.193031 0.781458 -0.0124374 -9.74629e-07 0 0 0 
90 12 0.285895 -0.322687 0.902296 -0.0116149 -6.70139e-07 0 0 0 
90 150 0.315714 -0.90888 -0.272509 -0.00583518 -5.01638e-07 0 0 0 
90 178 0.3888 0.67232 -0.629937 -0.00400325 -3.59683e-07 0 0 0 
90 143 0.940696 -0.338101 0.0279071 -0.00875731 -6.14585e-07 0 0 0 
190 68 0.553864 -0.811794 -0.185 -0.00817207 -5.82837e-07 0 0 0 
190 94 0.84163 0.539767 -0.0176187 -0.0107245 -8.4188e-07 0 0 1 
63 30 -0.0224724 -0.960429 -0.277618 -0.00133976 -1.25388e-07 0 0 0 
63 58 0.452068 -0.507026 0.733866 -0.00959136 -7.01853e-07 0 0 0 
63 142 0.571683 -0.516526 -0.637479 -0.00658407 -6.26897e-07 0 0 0 
197 35 0.42106 -0.670985 -0.610317 -0.00415903 -3.36972e-07 0 0 0 
197 19 0.818558 -0.418408 0.393569 -0.00934598 -7.36533e-07 0 0 0 
69 168 0.140953 0.962073 -0.233555 -0.0228839 -1.64231e-06 0 0 -1 
69 134 0.426595 0.189904 0.884281 -0.0122357 -9.54776e-07 0 0 0 
106 148 0.956231 0.0225117 -0.291745 -0.00419728 -3.47752e-07 0 1 -1 
160 77 0.474428 -0.814739 -0.333345 -0.00828918 -7.42944e-07 0 0 0 
160 94 0.765542 -0.077017 0.638759 -0.00891985 -8.29855e-07 0 0 1 
201 109 0.414805 0.909226 0.0352925 -0.00851752 -6.93439e-07 0 0 0 
201 41 0.672666 -0.180885 0.717496 -0.0148061 -1.06138e-06 0 0 0 
201 19 0.71509 -0.402379 -0.57161 -0.00549234 -4.36129e-07 0 0 0 
30 142 0.718708 0.543909 -0.433153 -0.00590837 -4.65176e-07 0 0 0 
30 96 0.816799 -0.564656 0.118338 -0.00332814 -3.03241e-07 0 0 0 
72 200 0.981347 0.0900942 -0.169827 -0.00263725 -2.25867e-07 0 0 -1 
12 77 0.1264 0.343096 0.930757 -0.0125162 -8.09854e-07 0 0 0 
12 196 0.965393 0.206131 0.159768 -0.0124756 -1.12286e-06 0 0 0 
146 152 0.865116 0.107016 0.490023 -0.00524163 -4.21057e-07 0 1 1 
168 150 0.0793509 0.226889 0.970683 -0.00815967 -6.42937e-07 0 0 1 
168 194 0.91477 0.369046 -0.164321 -0.014983 -1.29871e-06 0 0 1 
35 19 0.34291 0.241337 0.907837 -0.00807737 -4.85517e-07 0 0 0 
35 154 0.427395 0.893132 -0.140175 -0.008945 -6.36353e-07 0 0 -1 
35 87 0.852081 -0.481208 0.205907 -0.0107617 -6.12213e-07 0 0 0 
150 161 0.0695843 -0.388424 0.91885 -0.00450536 -3.48059e-07 0 -1 0 
150 143 0.735526 0.593919 0.325976 -0.00340462 -2.71248e-07 0 0 0 
77 68 -0.0453599 -0.617853 0.784984 -0.0164869 -1.20372e-06 0 0 0 
77 96 0.350957 0.924315 -0.149901 -0.00736236 -4.67689e-07 0 0 0 
77 42 0.469778 -0.851933 -0.231342 -0.0044183 -2.81892e-07 0 0 0 
77 167 0.995178 0.0934496 -0.0298028 -0.00737525 -5.45246e-07 0 0 0 
161 134 0.177139 -0.779274 -0.601127 -0.00957226 -7.61226e-07 0 1 0 
161 28 0.924229 0.242404 0.295027 -0.00989773 -8.22217e-07 0 0 0 
32 27 0.987057 0.117205 0.109464 -0.00455452 -3.91949e-07 0 0 0 
68 52 0.327813 -0.940186 -0.0926741 -0.0112495 -8.0016e-07 0 -1 0 
68 99 0.971094 0.185332 -0.150428 -0.00318322 -2.60999e-07 0 0 1 
178 149 0.945284 -0.231829 0.229548 -0.0145668 -1.17086e-06 0 0 0 
66 36 0.916773 -0.203711 0.343554 -0.00872693 -6.18766e-07 0 -1 0 
109 45 0.488768 -0.0738371 -0.869284 -0.00473471 -4.25583e-07 0 0 0 
109 179 0.883446 0.31301 0.348638 -0.00346181 -3.1198e-07 0 0 0 
134 132 0.908574 0.405169 0.101642 -0.00837938 -6.9524e-07 0 -1 0 
58 166 0.605381 -0.0435943 -0.794741 -0.00724442 -5.72345e-07 0 0 0 
58 6 0.866428 -0.44733 0.221806 -0.00372502 -2.53999e-07 0 0 0 
136 48 0.766092 -0.270632 -0.582976 -0.0125364 -8.37208e-07 0 -1 0 
22 52 -0.0409987 0.54697 0.836147 -0.0162839 -1.13647e-06 0 -1 0 
22 148 0.0879227 0.248307 -0.964683 -0.00497987 -4.62801e-07 0 0 0 
94 6 0.613033 0.786469 0.0752126 -0.00798689 -5.21464e-07 0 0 -1 
94 182 0.938342 0.0363532 -0.343791 -0.0113841 -1.00934e-06 0 0 -1 
142 41 0.0504115 -0.251822 -0.96646 -0.0163559 -1.34257e-06 0 0 0 
142 166 0.55777 -0.0813259 0.826001 -0.00738003 -5.92493e-07 0 0 0 
142 36 0.798854 0.601087 -0.0229435 -0.00426829 -3.95455e-07 0 0 0 
41 27 0.580217 -0.699106 -0.417849 -0.00854114 -6.19454e-07 0 0 0 
41 127 0.923034 0.380224 -0.0586338 -0.0034965 -2.75067e-07 0 0 0 
19 27 0.420921 -0.400366 0.813961 -0.0133364 -9.78227e-07 0 0 0 
19 120 0.76417 0.575137 0.291996 -0.00428814 -3.36895e-07 0 0 0 
96 166 0.265589 0.93788 0.223257 -0.00339926 -2.91274e-07 0 0 0 
96 155 0.570524 0.53291 -0.624907 -0.00528088 -3.83859e-07 0 0 0 
45 17 0.737562 -0.546369 -0.396842 -0.0111782 -8.21929e-07 0 0 0 
154 103 0.576509 0.812845 0.0831857 -0.00764586 -5.39941e-07 0 0 0 
154 17 0.81428 -0.121339 0.567648 -0.0133461 -9.34647e-07 0 0 1 
42 28 0.22675 -0.0890891 -0.96987 -0.00919884 -6.36023e-07 0 -1 0 
42 141 0.741331 -0.226854 0.631637 -0.0176947 -1.5991e-06 0 0 1 
42 107 0.917086 0.362394 -0.166206 -0.00859747 -7.73449e-07 0 0 0 
148 28 0.385221 0.914737 -0.121904 -0.00538074 -4.58313e-07 0 -1 0 
152 64 0.906765 0.356162 0.225667 -0.00513646 -3.83211e-07 0 0 0 
200 194 0.0719728 -0.749886 0.65764 -0.0091466 -8.03871e-07 0 0 1 
200 138 0.303803 -0.921936 -0.240285 -0.010338 -6.95206e-07 0 0 0 
200 87 0.373074 0.802793 0.465122 -0.0120428 -8.41854e-07 0 0 1 
143 149 0.232243 0.852544 -0.468223 -0.00104655 -7.47825e-08 0 0 0 
143 102 0.677871 -0.287358 -0.676696 -0.00757186 -5.04334e-07 0 0 0 
143 82 0.916109 0.0183821 0.400508 -0.0105001 -7.29447e-07 0 0 0 
194 138 0.261605 -0.255516 -0.930739 -0.0119086 -1.03322e-06 0 0 -1 
194 102 0.68047 0.154213 0.716365 -0.0155284 -1.38931e-06 0 0 0 
166 48 0.316108 0.882229 0.348924 -0.0058639 -4.67814e-07 0 0 0 
166 88 0.972233 -0.226775 -0.0577511 -0.00602624 -4.87682e-07 0 0 0 
28 132 0.10507 -0.612564 -0.783407 -0.00475678 -4.12902e-07 0 0 0 
28 82 0.695738 0.644153 -0.317831 -0.0135643 -9.27218e-07 0 1 0 
179 127 0.223516 -0.944511 0.240708 -0.0015994 -1.38465e-07 0 0 0 
179 25 0.935697 -0.212268 0.281803 -0.0137201 -1.11429e-06 0 1 0 
27 149 -0.00777527 -0.739785 -0.672799 -0.00184286 -1.28976e-07 0 0 0 
27 39 0.529336 -0.494255 0.689577 -0.0203849 -1.50042e-06 0 0 0 
27 175 0.61493 0.0810985 -0.784401 -0.0143506 -1.00953e-06 0 0 0 
149 163 0.974432 -0.0855224 0.207768 -0.0135077 -9.90012e-07 0 0 0 
138 111 0.162811 -0.965463 -0.203408 -0.011606 -9.81281e-07 0 0 0 
138 135 0.753643 0.444844 0.483875 -0.000601786 -4.27256e-08 0 0 1 
138 54 0.919411 -0.33964 -0.198313 -0.00871765 -6.05828e-07 0 0 1 
87 175 0.410707 0.458137 0.788309 -0.00822297 -5.53772e-07 0 0 0 
87 185 0.712235 0.634293 -0.300654 -0.00996658 -6.37797e-07 0 0 0 
87 91 0.748006 -0.306689 -0.588582 -0.00094231 -6.37242e-08 0 0 -1 
36 48 -0.0131335 0.15609 0.987656 -0.0146199 -1.01365e-06 0 0 0 
36 155 0.0231728 -0.988464 -0.149676 -0.00322988 -2.34554e-07 0 0 0 
36 127 0.0771627 -0.475901 -0.876107 -0.0105612 -9.32071e-07 0 0 0 
36 65 0.86515 -0.449151 -0.223112 -0.0103094 -7.33661e-07 0 0 0 
99 167 0.193414 0.613817 -0.765389 -0.0051956 -4.2421e-07 0 0 -1 
196 39 0.478415 0.829993 -0.286758 -0.0101647 -8.87599e-07 0 0 0 
196 107 0.695684 -0.475408 0.538526 -0.0119326 -9.17249e-07 0 0 0 
132 122 0.890548 0.446127 -0.0888483 -0.00962393 -7.67477e-07 0 1 0 
6 80 0.700463 0.690926 -0.17881 -0.00885698 -7.66575e-07 0 0 1 
155 127 0.0572385 0.622255 -0.780719 -0.00530892 -4.3057e-07 0 0 0 
155 39 0.310732 -0.893524 -0.32413 -0.00568715 -4.09595e-07 0 0 0 
167 186 0.422449 0.880745 -0.214067 -0.00973284 -8.11082e-07 0 0 0 
167 107 0.491053 -0.753013 -0.437994 -0.00330025 -2.66133e-07 0 0 0 
111 54 0.832495 0.55369 -0.0194725 -0.000128292 -1.14024e-08 0 0 1 
127 120 0.0727472 0.00459913 -0.99734 -0.00868584 -6.82324e-07 0 0 0 
127 89 0.914798 -0.144481 -0.377187 -0.00787971 -6.48001e-07 0 0 0 
120 17 0.0930103 -0.0125259 -0.995586 -0.00705536 -5.10231e-07 0 0 0 
120 57 0.632649 0.76913 -0.0905207 -0.00123014 -9.69555e-08 0 0 0 
120 89 0.817983 -0.144062 0.556912 -0.00259103 -1.92505e-07 0 0 0 
102 135 0.365124 0.0859069 -0.926987 -0.00362718 -2.35856e-07 0 0 0 
102 122 0.411318 -0.591991 0.693083 -0.0107136 -8.93582e-07 0 0 0 
102 177 0.897179 0.424917 -0.120478 -0.00957174 -6.38095e-07 0 0 0 
17 185 0.520105 -0.698525 -0.491481 -0.0103327 -7.48937e-07 0 0 0 
17 183 0.880983 -0.171161 0.441103 -0.0160397 -1.16874e-06 0 0 0 
39 82 0.169908 -0.889798 -0.423546 -0.0203577 -1.18445e-06 0 0 0 
39 186 0.0561036 0.232708 0.970927 -0.0129864 -1.19218e-06 0 0 0 
39 130 0.499863 -0.46232 0.732391 -0.00919312 -8.16047e-07 0 0 0 
39 158 0.753161 0.61191 0.241484 -0.0183624 -1.6192e-06 0 0 0 
182 186 0.160088 0.168339 -0.972643 -0.00774324 -6.14674e-07 0 0 0 
182 101 0.662997 -0.736117 -0.13626 -0.00780328 -6.49057e-07 0 0 0 
182 7 0.88912 0.429859 0.157124 -0.00622231 -5.6342e-07 0 0 0 
64 135 0.344425 0.898669 -0.271596 -0.00190374 -1.57804e-07 0 0 0 
64 20 0.507468 -0.297302 0.808757 -0.00430831 -3.41199e-07 0 0 -1 
64 172 0.991732 0.0855716 -0.0956259 -0.0020741 -1.53e-07 0 0 0 
141 92 0.90602 0.341661 -0.249791 -0.00684876 -5.5886e-07 0 0 -1 
175 163 0.291359 -0.893566 0.34154 -0.0116014 -8.90286e-07 0 0 0 
175 183 0.675035 0.697797 -0.239598 -0.0153502 -9.95699e-07 0 0 0 
82 122 0.108335 -0.880874 -0.460787 -0.0151084 -1.31763e-06 0 0 0 
82 163 0.14907 0.719133 -0.678695 -0.015903 -1.28187e-06 0 0 0 
82 26 0.658431 -0.443057 0.608416 -0.0183478 -1.09064e-06 0 0 0 
186 88 0.226843 0.943502 0.241549 -0.0159096 -1.39099e-06 0 0 0 
186 130 0.520303 -0.811008 -0.267489 -0.00530711 -4.20448e-07 0 0 0 
107 92 0.707136 -0.3124 0.634322 -0.014102 -1.14142e-06 0 0 0 
107 26 0.816389 -0.278694 -0.505805 -0.0133739 -1.22612e-06 0 0 0 
135 91 0.120013 0.915923 -0.382992 -0.00470261 -3.11448e-07 0 0 -1 
135 54 0.140432 -0.746137 -0.650814 -0.00237982 -1.48272e-07 0 0 0 
135 172 0.536247 -0.823131 0.186803 -0.00177127 -1.47109e-07 0 0 0 
88 67 0.501085 0.865309 -0.0124228 -0.0163325 -1.10594e-06 0 0 0 
88 7 0.504609 -0.526742 0.684041 -0.000827625 -5.61836e-08 0 0 0 
122 20 0.114335 -0.588091 -0.800672 -0.00917047 -7.14855e-07 0 0 -1 
122 44 0.688458 -0.662282 0.295648 -0.0147306 -1.34467e-06 0 0 0 
185 50 0.988178 -0.0797215 0.130955 -0.0069848 -5.89468e-07 0 0 0 
57 183 0.304265 -0.882947 -0.357531 -0.00522671 -3.23396e-07 0 0 0 
15 176 0.965212 0.102871 -0.240381 -0.00666192 -4.85255e-07 0 1 0 
163 177 0.504492 -0.641565 -0.577825 -0.0180555 -1.36243e-06 0 0 0 
163 34 0.686594 0.711723 0.148456 -0.0138476 -1.12213e-06 0 0 0 
80 8 0.964009 0.254821 0.0758466 -0.00649405 -5.12073e-07 0 1 -1 
54 172 0.392542 -0.00887167 0.919691 -0.0194967 -1.5797e-06 0 0 0 
20 131 0.0253356 -0.581458 -0.813182 -0.00426808 -3.35193e-07 0 0 1 
20 51 0.822958 0.556509 0.114181 -0.00652004 -5.7653e-07 0 0 1 
25 65 0.139826 -0.762686 0.631473 -0.0140272 -1.07627e-06 0 -1 0 
25 89 0.147627 -0.896498 -0.417728 -0.0147444 -1.13988e-06 0 -1 0 
101 130 -0.0490117 0.156986 -0.986384 -0.00694388 -5.8225e-07 0 0 0 
101 144 0.519754 -0.65953 0.543026 -0.0135501 -9.9305e-07 0 0 0 
130 191 0.88811 -0.375158 0.265549 -0.00762154 -6.26332e-07 0 0 0 
65 67 0.230179 0.510177 0.828696 -0.00457217 -3.31487e-07 0 0 0 
65 158 0.188503 -0.981745 -0.0253721 -0.0105119 -8.64987e-07 0 0 0 
65 76 0.916232 -0.0679318 0.394847 -0.0129498 -1.10288e-06 0 0 0 
89 183 0.1856 -0.044811 -0.981603 -0.00680676 -4.59959e-07 0 0 0 
89 34 0.436104 -0.858948 -0.268367 -0.0183176 -1.27201e-06 0 0 0 
81 183 0.0452166 -0.521959 0.851771 -0.018537 -1.13486e-06 0 0 0 
81 121 0.748059 0.170331 0.641401 -0.00868143 -5.37102e-07 0 0 0 
67 115 0.323306 0.313043 -0.893016 -0.00768084 -5.99248e-07 0 1 0 
67 8 0.317095 -0.274096 0.907922 -0.0102842 -8.98e-07 0 1 0 
67 1 0.507664 -0.817315 0.272532 -0.0166452 -1.56028e-06 0 0 0 
67 76 0.581724 -0.61175 -0.536059 -0.0137295 -1.29082e-06 0 0 0 
183 121 0.700873 0.684448 -0.200767 -0.00918125 -5.6192e-07 0 0 0 
183 116 0.695392 0.0700288 0.715211 -0.0123049 -1.10426e-06 1 0 0 
183 140 0.876035 -0.481548 0.0259844 -0.018064 -1.5641e-06 0 0 0 
7 1 0.501073 0.71123 -0.49303 -0.00605707 -5.69267e-07 0 0 0 
92 21 0.264956 -0.891107 -0.368412 -0.0157943 -1.19183e-06 0 0 0 
92 144 0.303947 0.286003 0.908745 -0.0218959 -1.55233e-06 0 0 0 
92 191 0.567373 0.738572 -0.364143 -0.0106593 -7.39245e-07 0 0 0 
158 2 0.454399 -0.472487 0.755167 -0.00560448 -4.60245e-07 0 0 0 
158 61 0.71708 0.498177 -0.487458 -0.0101687 -8.41984e-07 0 0 0 
177 105 0.569116 -0.0323199 -0.821622 -0.0106041 -7.26177e-07 1 0 0 
26 21 0.0700047 -0.796955 0.599968 -0.0177806 -1.02992e-06 0 0 0 
26 191 0.323402 0.658949 0.679116 -0.00381914 -2.83947e-07 0 0 0 
26 113 0.579734 0.197998 -0.790383 -0.0194745 -1.23042e-06 0 0 0 
172 51 0.36085 0.207826 0.909173 -0.0184984 -1.51535e-06 0 0 0 
44 51 0.154458 0.628425 -0.762381 -0.0189382 -1.20011e-06 0 0 0 
34 61 0.339706 0.568631 0.749172 -0.00731196 -5.11174e-07 0 0 0 
34 23 0.344748 -0.934137 -0.0924006 -0.012899 -1.17904e-06 0 0 0 
144 171 0.470612 -0.881703 0.0335111 -0.00756335 -5.44524e-07 0 0 0 
144 29 0.672469 -0.233801 -0.702227 -0.00509102 -3.83549e-07 1 0 0 
51 113 0.386604 0.506044 0.77101 -0.0155381 -9.38609e-07 0 0 0 
51 147 0.475865 -0.792755 -0.380909 -0.00682821 -6.21733e-07 0 0 0 
2 191 0.14776 -0.988421 0.0345062 -0.00267073 -1.79388e-07 0 0 0 
61 76 -0.00406753 0.414888 0.909864 -0.0084155 -7.21974e-07 0 0 0 
61 116 0.0292414 0.360845 -0.932167 -0.0103778 -8.93953e-07 1 0 0 
176 171 0.0610322 0.941531 0.331352 -0.00790041 -5.40545e-07 0 0 0 
23 113 0.238304 -0.858238 0.454575 -0.0156762 -1.3924e-06 0 0 0 
171 29 0.17448 0.673137 -0.71864 -0.00359301 -2.77744e-07 1 0 0 
174 125 -0.00584763 -0.961572 0.274489 -0.0039368 -3.35446e-07 0 0 0 
174 14 0.658592 0.0980336 -0.746087 -0.00484033 -4.38314e-07 1 0 0 
174 62 0.86253 0.50156 0.0669274 -0.0124959 -7.38102e-07 1 0 0 
59 159 0.244984 -0.095197 0.964842 -0.0042347 -3.15843e-07 -1 0 0 
133 202 0.841776 0.449511 -0.298922 -0.00352371 -2.95094e-07 0 0 0 
137 187 0.468397 -0.671797 -0.57384 -0.00214425 -1.4376e-07 0 -1 1 
137 40 0.976968 0.144319 -0.157178 -0.0160504 -1.04616e-06 0 0 1 
153 139 0.128122 0.883913 0.449758 -0.00771347 -5.08148e-07 1 0 0 
153 46 0.748764 -0.556123 -0.360665 -0.00629376 -4.82778e-07 1 0 0 
153 108 0.95312 0.217874 0.209984 -0.013334 -8.08185e-07 1 -1 0 
125 164 0.594526 0.548905 0.587573 -0.00967902 -7.68506e-07 1 0 0 
125 56 0.627129 -0.778343 0.029846 -0.0054458 -4.1692e-07 0 0 0 
125 75 0.735428 0.1956 -0.648757 -0.0138081 -1.13656e-06 1 0 0 
129 11 0.361277 -0.718705 -0.59409 -0.00572235 -4.03371e-07 1 0 0 
129 85 0.288676 0.477431 -0.829895 -0.00614245 -4.38743e-07 1 0 0 
129 95 0.695019 -0.575325 0.431219 -0.02138 -1.46237e-06 1 0 0 
3 159 0.255684 -0.124852 -0.958664 -0.00687473 -5.78897e-07 0 0 0 
3 100 0.773012 -0.588842 0.236044 -0.00487873 -4.58427e-07 1 0 0 
97 83 0.103625 -0.806869 0.58157 -0.00958171 -8.00965e-07 0 0 1 
97 162 0.680132 0.277004 0.678741 -0.00239779 -1.77719e-07 -1 0 0 
