s 13-Dec-2011       (biehl_338.dat - 1.0*Aver(biehl_337.dat,biehl_339.dat) /  2
  0.567792E+00  0.345851E+02  0.322579E+00
  0.570533E+00  0.340070E+02  0.322396E+00
  0.573273E+00  0.345625E+02  0.322363E+00
  0.576013E+00  0.334434E+02  0.317061E+00
  0.578754E+00  0.331421E+02  0.314413E+00
  0.581494E+00  0.325656E+02  0.315192E+00
  0.584234E+00  0.319189E+02  0.309724E+00
  0.586974E+00  0.320273E+02  0.312750E+00
  0.589715E+00  0.317716E+02  0.310333E+00
  0.592455E+00  0.310662E+02  0.309091E+00
  0.595195E+00  0.307221E+02  0.311457E+00
  0.597936E+00  0.304080E+02  0.304206E+00
  0.600676E+00  0.297325E+02  0.302004E+00
  0.603416E+00  0.288156E+02  0.297448E+00
  0.606157E+00  0.291049E+02  0.297524E+00
  0.608897E+00  0.284599E+02  0.294720E+00
  0.611637E+00  0.280270E+02  0.295462E+00
  0.614378E+00  0.277978E+02  0.292567E+00
  0.617118E+00  0.273105E+02  0.291820E+00
  0.619858E+00  0.276546E+02  0.290459E+00
  0.622598E+00  0.264940E+02  0.289214E+00
  0.625339E+00  0.265557E+02  0.286090E+00
  0.628079E+00  0.263738E+02  0.288935E+00
  0.630819E+00  0.257354E+02  0.280486E+00
  0.633560E+00  0.248893E+02  0.277266E+00
  0.636300E+00  0.251898E+02  0.285304E+00
  0.639040E+00  0.244110E+02  0.275688E+00
  0.641781E+00  0.240157E+02  0.273946E+00
  0.644521E+00  0.235461E+02  0.272872E+00
  0.647261E+00  0.231979E+02  0.268973E+00
  0.650002E+00  0.227835E+02  0.271914E+00
  0.652742E+00  0.229106E+02  0.270889E+00
  0.655482E+00  0.227399E+02  0.267127E+00
  0.658222E+00  0.220677E+02  0.271712E+00
  0.660963E+00  0.220104E+02  0.262415E+00
  0.663703E+00  0.217185E+02  0.267342E+00
  0.666443E+00  0.216471E+02  0.262312E+00
  0.669184E+00  0.210571E+02  0.260615E+00
  0.671924E+00  0.205890E+02  0.260438E+00
  0.674664E+00  0.203688E+02  0.258803E+00
  0.677405E+00  0.200726E+02  0.259083E+00
  0.680145E+00  0.194872E+02  0.254053E+00
  0.682885E+00  0.195146E+02  0.258256E+00
  0.685626E+00  0.194003E+02  0.258495E+00
  0.688366E+00  0.189013E+02  0.250862E+00
  0.691106E+00  0.183470E+02  0.248532E+00
  0.693846E+00  0.181570E+02  0.249077E+00
  0.696587E+00  0.182070E+02  0.251971E+00
  0.699327E+00  0.175234E+02  0.244541E+00
  0.702067E+00  0.176001E+02  0.245856E+00
  0.704808E+00  0.168102E+02  0.242278E+00
  0.707548E+00  0.172086E+02  0.245294E+00
  0.710288E+00  0.169654E+02  0.241994E+00
  0.713029E+00  0.165131E+02  0.238398E+00
  0.715769E+00  0.163497E+02  0.240362E+00
  0.718509E+00  0.160178E+02  0.242619E+00
  0.721250E+00  0.154150E+02  0.241002E+00
  0.723990E+00  0.160203E+02  0.240471E+00
  0.726730E+00  0.151456E+02  0.236352E+00
  0.729471E+00  0.148858E+02  0.234220E+00
  0.732211E+00  0.147592E+02  0.230919E+00
  0.734951E+00  0.143958E+02  0.231058E+00
  0.737691E+00  0.141938E+02  0.230701E+00
  0.740432E+00  0.142484E+02  0.227664E+00
  0.743172E+00  0.136211E+02  0.227730E+00
  0.745912E+00  0.135341E+02  0.226460E+00
  0.748653E+00  0.135762E+02  0.226288E+00
  0.751393E+00  0.131140E+02  0.227611E+00
  0.754133E+00  0.129823E+02  0.221471E+00
  0.756874E+00  0.126662E+02  0.224735E+00
  0.759614E+00  0.127346E+02  0.223353E+00
  0.762354E+00  0.126137E+02  0.223575E+00
  0.765095E+00  0.123724E+02  0.223766E+00
  0.767835E+00  0.118830E+02  0.219950E+00
  0.770575E+00  0.119297E+02  0.220972E+00
  0.773315E+00  0.116184E+02  0.214390E+00
  0.776056E+00  0.115846E+02  0.217896E+00
  0.778796E+00  0.110696E+02  0.214468E+00
  0.781536E+00  0.110104E+02  0.214638E+00
  0.784277E+00  0.105537E+02  0.209717E+00
  0.787017E+00  0.105491E+02  0.214218E+00
  0.789757E+00  0.103836E+02  0.216278E+00
  0.792498E+00  0.103215E+02  0.212543E+00
  0.795238E+00  0.100551E+02  0.209233E+00
  0.797978E+00  0.998531E+01  0.211481E+00
  0.800719E+00  0.963799E+01  0.209327E+00
  0.803459E+00  0.952586E+01  0.211702E+00
  0.806199E+00  0.939240E+01  0.205129E+00
  0.808939E+00  0.945641E+01  0.209345E+00
  0.811680E+00  0.929431E+01  0.206245E+00
  0.814420E+00  0.895494E+01  0.207480E+00
  0.817160E+00  0.880200E+01  0.204855E+00
  0.819901E+00  0.859896E+01  0.205701E+00
  0.822641E+00  0.832661E+01  0.211334E+00
  0.825381E+00  0.849702E+01  0.208870E+00
  0.828122E+00  0.813680E+01  0.208135E+00
  0.830862E+00  0.807891E+01  0.205684E+00
  0.833602E+00  0.755622E+01  0.199921E+00
  0.836343E+00  0.781781E+01  0.208366E+00
  0.839083E+00  0.771505E+01  0.202162E+00
  0.841823E+00  0.751423E+01  0.206093E+00
  0.844563E+00  0.706950E+01  0.207053E+00
  0.847304E+00  0.704253E+01  0.203149E+00
  0.850044E+00  0.750479E+01  0.207751E+00
  0.852784E+00  0.705837E+01  0.201021E+00
  0.855525E+00  0.696102E+01  0.205183E+00
  0.858265E+00  0.671001E+01  0.203366E+00
  0.861005E+00  0.693155E+01  0.206007E+00
  0.863746E+00  0.675302E+01  0.201455E+00
  0.866486E+00  0.638598E+01  0.203086E+00
  0.869226E+00  0.629944E+01  0.202996E+00
  0.871967E+00  0.654653E+01  0.205795E+00
  0.874707E+00  0.592423E+01  0.202223E+00
  0.877447E+00  0.587912E+01  0.202217E+00
  0.880187E+00  0.625713E+01  0.201963E+00
  0.882928E+00  0.598940E+01  0.203526E+00
  0.885668E+00  0.585565E+01  0.200325E+00
  0.888408E+00  0.543847E+01  0.198992E+00
  0.891149E+00  0.549563E+01  0.202039E+00
  0.893889E+00  0.538805E+01  0.200577E+00
  0.896629E+00  0.566197E+01  0.202041E+00
  0.899370E+00  0.544335E+01  0.202528E+00
  0.902110E+00  0.552237E+01  0.200274E+00
  0.904850E+00  0.529481E+01  0.198273E+00
  0.907591E+00  0.519187E+01  0.199991E+00
  0.910331E+00  0.499450E+01  0.199656E+00
  0.913071E+00  0.521777E+01  0.200319E+00
  0.915812E+00  0.481977E+01  0.197826E+00
  0.918552E+00  0.456179E+01  0.196619E+00
  0.921292E+00  0.477106E+01  0.200503E+00
  0.924032E+00  0.448973E+01  0.196645E+00
  0.926773E+00  0.468784E+01  0.197407E+00
  0.929513E+00  0.446062E+01  0.200349E+00
  0.932253E+00  0.469879E+01  0.195069E+00
  0.934994E+00  0.452459E+01  0.197869E+00
  0.937734E+00  0.476458E+01  0.199389E+00
  0.940474E+00  0.453271E+01  0.199645E+00
  0.943215E+00  0.425594E+01  0.197316E+00
  0.945955E+00  0.415136E+01  0.195377E+00
  0.948695E+00  0.383059E+01  0.197369E+00
  0.951436E+00  0.414414E+01  0.198746E+00
  0.954176E+00  0.386175E+01  0.199169E+00
  0.956916E+00  0.385722E+01  0.199495E+00
  0.959656E+00  0.402871E+01  0.194606E+00
  0.962397E+00  0.381252E+01  0.196137E+00
  0.965137E+00  0.383642E+01  0.192835E+00
  0.967877E+00  0.395699E+01  0.196878E+00
  0.970618E+00  0.366190E+01  0.194725E+00
  0.973358E+00  0.372194E+01  0.196231E+00
  0.976098E+00  0.358948E+01  0.198379E+00
  0.978839E+00  0.338094E+01  0.194532E+00
  0.981579E+00  0.385137E+01  0.198590E+00
  0.984319E+00  0.377468E+01  0.193614E+00
  0.987060E+00  0.366489E+01  0.197064E+00
  0.989800E+00  0.319578E+01  0.194874E+00
  0.992540E+00  0.340270E+01  0.197290E+00
  0.995280E+00  0.330293E+01  0.193893E+00
  0.998021E+00  0.317365E+01  0.190958E+00
  0.100076E+01  0.340585E+01  0.192597E+00
  0.100350E+01  0.288298E+01  0.194382E+00
  0.100624E+01  0.303296E+01  0.198069E+00
  0.100898E+01  0.273419E+01  0.195389E+00
  0.101172E+01  0.331281E+01  0.194985E+00
  0.101446E+01  0.304040E+01  0.194724E+00
  0.101720E+01  0.300301E+01  0.193709E+00
  0.101994E+01  0.288181E+01  0.196263E+00
  0.102268E+01  0.299158E+01  0.195092E+00
  0.102542E+01  0.278665E+01  0.196395E+00
  0.102816E+01  0.302627E+01  0.196373E+00
  0.103090E+01  0.262497E+01  0.191732E+00
  0.103364E+01  0.287821E+01  0.195749E+00
  0.103639E+01  0.285904E+01  0.192701E+00
  0.103913E+01  0.299466E+01  0.190084E+00
  0.104187E+01  0.258102E+01  0.193474E+00
  0.104461E+01  0.257644E+01  0.191088E+00
  0.104735E+01  0.291313E+01  0.196560E+00
  0.105009E+01  0.260226E+01  0.189538E+00
  0.105283E+01  0.286250E+01  0.194155E+00
  0.105557E+01  0.259926E+01  0.191616E+00
  0.105831E+01  0.264835E+01  0.192716E+00
  0.106105E+01  0.243849E+01  0.192687E+00
  0.106379E+01  0.226704E+01  0.190272E+00
  0.106653E+01  0.251259E+01  0.192892E+00
  0.106927E+01  0.268194E+01  0.190472E+00
  0.107201E+01  0.248304E+01  0.191093E+00
  0.107475E+01  0.217204E+01  0.191501E+00
  0.107749E+01  0.258787E+01  0.191723E+00
  0.108023E+01  0.229627E+01  0.191521E+00
  0.108297E+01  0.280346E+01  0.190217E+00
  0.108571E+01  0.265966E+01  0.188896E+00
  0.108845E+01  0.230860E+01  0.194100E+00
  0.109119E+01  0.224768E+01  0.192435E+00
  0.109393E+01  0.248675E+01  0.190163E+00
  0.109667E+01  0.224778E+01  0.188042E+00
  0.109941E+01  0.207708E+01  0.191375E+00
  0.110215E+01  0.185554E+01  0.190321E+00
  0.110489E+01  0.210735E+01  0.189899E+00
  0.110763E+01  0.207251E+01  0.189669E+00
  0.111037E+01  0.207875E+01  0.189206E+00
  0.111311E+01  0.191931E+01  0.187675E+00
  0.111585E+01  0.188358E+01  0.187970E+00
  0.111859E+01  0.229816E+01  0.187783E+00
  0.112133E+01  0.192844E+01  0.191799E+00
  0.112407E+01  0.204957E+01  0.188840E+00
  0.112682E+01  0.213157E+01  0.193453E+00
  0.112956E+01  0.214694E+01  0.189206E+00
  0.113230E+01  0.221921E+01  0.188022E+00
  0.113504E+01  0.249779E+01  0.191044E+00
  0.113778E+01  0.236367E+01  0.191693E+00
  0.114052E+01  0.212082E+01  0.187076E+00
  0.114326E+01  0.191284E+01  0.187192E+00
  0.114600E+01  0.198773E+01  0.188164E+00
  0.114874E+01  0.215012E+01  0.189939E+00
  0.115148E+01  0.234828E+01  0.190273E+00
  0.115422E+01  0.205603E+01  0.188274E+00
  0.115696E+01  0.192463E+01  0.187481E+00
  0.115970E+01  0.204523E+01  0.189452E+00
  0.116244E+01  0.218705E+01  0.188403E+00
  0.116518E+01  0.185919E+01  0.189907E+00
  0.116792E+01  0.204829E+01  0.186126E+00
  0.117066E+01  0.177657E+01  0.189794E+00
  0.117340E+01  0.198903E+01  0.188278E+00
  0.117614E+01  0.197331E+01  0.187216E+00
  0.117888E+01  0.200127E+01  0.188226E+00
  0.118162E+01  0.185662E+01  0.184346E+00
  0.118436E+01  0.215018E+01  0.191701E+00
  0.118710E+01  0.163851E+01  0.188649E+00
  0.118984E+01  0.191375E+01  0.189046E+00
  0.119258E+01  0.186800E+01  0.188107E+00
  0.119532E+01  0.170291E+01  0.184142E+00
  0.119806E+01  0.170473E+01  0.188263E+00
  0.120080E+01  0.196715E+01  0.186367E+00
  0.120354E+01  0.205064E+01  0.187606E+00
  0.120628E+01  0.196287E+01  0.187043E+00
  0.120902E+01  0.212310E+01  0.185580E+00
  0.121176E+01  0.160818E+01  0.184763E+00
  0.121451E+01  0.181548E+01  0.185529E+00
  0.121725E+01  0.199704E+01  0.189062E+00
  0.121999E+01  0.161083E+01  0.187245E+00
  0.122273E+01  0.180901E+01  0.185692E+00
  0.122547E+01  0.148314E+01  0.186844E+00
  0.122821E+01  0.169072E+01  0.184855E+00
  0.123095E+01  0.189261E+01  0.199482E+00
  0.123369E+01  0.203967E+01  0.206200E+00
  0.123643E+01  0.159121E+01  0.204937E+00
  0.124191E+01  0.190270E+01  0.216154E+00
  0.124465E+01  0.165261E+01  0.217163E+00
  0.124739E+01  0.189654E+01  0.227702E+00
  0.125013E+01  0.212106E+01  0.235577E+00
  0.125287E+01  0.149816E+01  0.231738E+00
  0.125561E+01  0.167438E+01  0.236801E+00
  0.125835E+01  0.177299E+01  0.234365E+00
  0.126109E+01  0.166004E+01  0.235415E+00
  0.126383E+01  0.233718E+01  0.246263E+00
  0.126657E+01  0.139866E+01  0.223427E+00
  0.126931E+01  0.176395E+01  0.215593E+00
  0.127205E+01  0.161778E+01  0.213531E+00
  0.127479E+01  0.214687E+01  0.206421E+00
  0.127753E+01  0.190591E+01  0.201934E+00
  0.128027E+01  0.203307E+01  0.202313E+00
  0.128301E+01  0.157966E+01  0.196991E+00
  0.128575E+01  0.179949E+01  0.194873E+00
  0.128849E+01  0.167995E+01  0.195446E+00
  0.129123E+01  0.168145E+01  0.194664E+00
  0.129397E+01  0.185659E+01  0.192736E+00
  0.129671E+01  0.191490E+01  0.195237E+00
  0.129945E+01  0.189375E+01  0.192394E+00
  0.130220E+01  0.170610E+01  0.192031E+00
  0.130494E+01  0.165736E+01  0.191727E+00
  0.130768E+01  0.132973E+01  0.187675E+00
  0.131042E+01  0.181247E+01  0.189711E+00
  0.131316E+01  0.189872E+01  0.189683E+00
  0.131590E+01  0.146521E+01  0.188311E+00
  0.131864E+01  0.156466E+01  0.185809E+00
  0.132138E+01  0.195828E+01  0.189503E+00
  0.132412E+01  0.139150E+01  0.186093E+00
  0.132686E+01  0.146040E+01  0.189375E+00
  0.132960E+01  0.114186E+01  0.189733E+00
  0.133234E+01  0.173018E+01  0.187144E+00
  0.133508E+01  0.163276E+01  0.187208E+00
  0.133782E+01  0.182323E+01  0.187108E+00
  0.134056E+01  0.136764E+01  0.189234E+00
  0.134330E+01  0.150351E+01  0.186744E+00
  0.134604E+01  0.129360E+01  0.187942E+00
  0.134878E+01  0.162108E+01  0.188810E+00
  0.135152E+01  0.159800E+01  0.190394E+00
  0.135426E+01  0.122132E+01  0.184704E+00
  0.135700E+01  0.151508E+01  0.185796E+00
  0.135974E+01  0.142568E+01  0.187124E+00
  0.136248E+01  0.151688E+01  0.186860E+00
  0.136522E+01  0.130052E+01  0.186664E+00
  0.136796E+01  0.167473E+01  0.188536E+00
  0.137070E+01  0.154808E+01  0.184105E+00
  0.137344E+01  0.146577E+01  0.185666E+00
  0.137618E+01  0.147028E+01  0.187130E+00
  0.137892E+01  0.140510E+01  0.186877E+00
  0.138166E+01  0.140041E+01  0.185682E+00
  0.138440E+01  0.136022E+01  0.185869E+00
  0.138714E+01  0.150236E+01  0.186623E+00
  0.138988E+01  0.129787E+01  0.188580E+00
  0.139263E+01  0.137710E+01  0.184925E+00
  0.139537E+01  0.143389E+01  0.183359E+00
  0.139811E+01  0.159484E+01  0.183516E+00
  0.140085E+01  0.132726E+01  0.188775E+00
  0.140359E+01  0.128724E+01  0.184224E+00
  0.140633E+01  0.147976E+01  0.185997E+00
  0.140907E+01  0.125995E+01  0.181418E+00
  0.141181E+01  0.127995E+01  0.184413E+00
  0.141455E+01  0.117500E+01  0.184524E+00
  0.141729E+01  0.150600E+01  0.186806E+00
  0.142003E+01  0.139686E+01  0.181189E+00
  0.142277E+01  0.123578E+01  0.182142E+00
  0.142551E+01  0.129289E+01  0.183197E+00
  0.142825E+01  0.127544E+01  0.184070E+00
  0.143099E+01  0.111972E+01  0.183187E+00
  0.143373E+01  0.121700E+01  0.184584E+00
  0.143647E+01  0.126317E+01  0.183259E+00
  0.143921E+01  0.119228E+01  0.187757E+00
  0.144195E+01  0.110777E+01  0.184026E+00
  0.144469E+01  0.962636E+00  0.183563E+00
  0.144743E+01  0.110318E+01  0.179161E+00
  0.145017E+01  0.133071E+01  0.180622E+00
  0.145291E+01  0.127980E+01  0.183451E+00
  0.145565E+01  0.139698E+01  0.185076E+00
  0.145839E+01  0.127592E+01  0.180063E+00
  0.146113E+01  0.128295E+01  0.180402E+00
  0.146387E+01  0.151170E+01  0.185434E+00
  0.146661E+01  0.126859E+01  0.181160E+00
  0.146935E+01  0.139635E+01  0.182702E+00
  0.147209E+01  0.116216E+01  0.185460E+00
  0.147483E+01  0.125289E+01  0.180661E+00
  0.147757E+01  0.125580E+01  0.182719E+00
  0.148032E+01  0.104158E+01  0.180872E+00
  0.148306E+01  0.109047E+01  0.180985E+00
  0.148580E+01  0.138929E+01  0.178673E+00
  0.148854E+01  0.129325E+01  0.180196E+00
  0.149128E+01  0.112779E+01  0.180221E+00
  0.149402E+01  0.121974E+01  0.177288E+00
  0.149676E+01  0.876876E+00  0.180325E+00
  0.149950E+01  0.116933E+01  0.179171E+00
  0.150224E+01  0.111430E+01  0.178156E+00
  0.150498E+01  0.115456E+01  0.174006E+00
  0.150772E+01  0.737277E+00  0.178439E+00
  0.151046E+01  0.110188E+01  0.176560E+00
  0.151320E+01  0.130073E+01  0.178390E+00
  0.151594E+01  0.117885E+01  0.178687E+00
  0.151868E+01  0.100567E+01  0.175089E+00
  0.152142E+01  0.115517E+01  0.177524E+00
  0.152416E+01  0.109562E+01  0.178386E+00
  0.152690E+01  0.145726E+01  0.177305E+00
  0.152964E+01  0.112667E+01  0.175901E+00
  0.153238E+01  0.104505E+01  0.177518E+00
  0.153512E+01  0.109488E+01  0.181168E+00
  0.153786E+01  0.901454E+00  0.179712E+00
  0.154060E+01  0.983056E+00  0.177381E+00
  0.154334E+01  0.998615E+00  0.178434E+00
  0.154608E+01  0.760637E+00  0.178416E+00
  0.154882E+01  0.616178E+00  0.176216E+00
  0.155156E+01  0.113881E+01  0.178262E+00
  0.155430E+01  0.901559E+00  0.176713E+00
  0.155704E+01  0.102237E+01  0.180185E+00
  0.155978E+01  0.816941E+00  0.176405E+00
  0.156252E+01  0.796621E+00  0.174685E+00
  0.156526E+01  0.118021E+01  0.176684E+00
  0.156801E+01  0.939187E+00  0.176846E+00
  0.157075E+01  0.122805E+01  0.176748E+00
  0.157349E+01  0.106998E+01  0.176182E+00
  0.157623E+01  0.107133E+01  0.179897E+00
  0.157897E+01  0.103062E+01  0.174426E+00
  0.158171E+01  0.823826E+00  0.176309E+00
  0.158445E+01  0.819935E+00  0.177895E+00
  0.158719E+01  0.762238E+00  0.175307E+00
  0.158993E+01  0.563917E+00  0.174998E+00
  0.159267E+01  0.806717E+00  0.176187E+00
  0.159541E+01  0.101154E+01  0.173043E+00
